"Időbélyeg"," Mi a kutyája fajtája?","Milyen idős a kutyája?","Milyen színekből áll a kutyája szőre?","Mekkora a kutyája? ","Mekkora a kutyája eledeligénye?","Milyen hosszú a kutyája szőre?","Mennyire göndör a kutyája szőre?","Mennyi ápolást igényel a kutyája?","Milyen gyakran kell a kutyája után a levedlett szőrt eltakarítania?","Mennyi mozgást igényel a kutyája?","Mennyire játékos a kutyája?","Mennyire tanulékony a kutyája? ","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta kisgyermekes családok számára?","Tapasztalatai alapján mennyire alkalmas ez a kutyafajta macskával is rendelkező családok számára?","Milyen gyakran volt egészségügyi problémája a kutyájának?","Mennyire szokott hangos lenni a kutyája?","Mennyire tűri jól a kutyája az egyedüllétet?","Mennyire jellemző a kutyájára, hogy amikor veszélyt érez, megpróbálja megvédeni önt?"
"2024/02/03 8:40:21 du. EET","Francia bulldog","Kölyök","szürke","2","4","1","1","2","2","3","5","5","5","5","1","1","1","5"
"2024/02/03 8:40:48 du. EET","Francia bulldog","Kölyök","fekete;fehér;vörös","4","4","2","1","2","1","3","4","4","5","3","2","1","3","1"
"2024/02/03 8:44:08 du. EET","Jack Russell terrier","Kölyök","fekete;fehér;barna","1","1","1","1","1","1","5","5","4","1","1","1","4","3","3"
"2024/02/03 8:44:28 du. EET","Labrador retriever","Középkorú","fekete","5","3","3","3","3","4","4","3","5","5","2","2","1","5","5"
"2024/02/03 8:45:32 du. EET","Bichon","Középkorú","fehér","1","3","3","2","5","1","3","3","5","4","5","2","2","5","3"
"2024/02/03 8:46:57 du. EET","Mopsz","Kölyök","krémszínű","3","5","2","1","5","3","5","5","5","5","5","1","2","3","5"
"2024/02/03 8:46:58 du. EET","Csivava","Középkorú","fehér","1","1","1","1","1","3","3","3","4","4","5","1","3","4","2"
"2024/02/03 8:52:04 du. EET","Labrador retriever","Középkorú","krémszínű","4","4","1","1","3","3","5","5","3","3","5","3","4","2","3"
"2024/02/03 8:53:16 du. EET","Labrador retriever","Kölyök","barna;sárgásbarna","4","5","4","1","3","3","5","5","5","5","1","1","2","1","5"
"2024/02/03 8:53:54 du. EET","Schnauzer","Középkorú","fekete","2","5","4","2","4","1","3","5","5","5","5","3","1","4","3"
"2024/02/03 8:54:55 du. EET","Golden retriever","Idős","fehér","3","3","4","3","3","4","4","4","4","5","4","3","2","3","3"
"2024/02/03 8:55:32 du. EET","Uszkár","Középkorú","fehér","1","2","3","4","4","4","4","5","4","3","5","1","2","2","3"
"2024/02/03 9:04:09 du. EET","Akita","Középkorú","vörös","4","4","4","2","4","3","2","1","3","4","4","3","2","3","5"
"2024/02/03 9:04:13 du. EET","Rottweiler","Középkorú","fekete;barna","5","4","1","1","3","4","5","3","4","5","3","1","2","1","3"
"2024/02/03 9:05:07 du. EET","Amerikai staffordshire terrier","Középkorú","fekete;fehér","3","2","1","1","3","3","3","4","3","3","1","1","4","1","3"
"2024/02/03 9:09:18 du. EET","Beagle","Középkorú","fekete;fehér;barna;sárgásbarna","4","3","2","1","3","3","3","2","5","4","4","2","1","2","2"
"2024/02/03 9:14:49 du. EET","Máltai selyemkutya","Idős","fehér","2","3","2","1","5","1","3","4","4","4","2","3","5","3","3"
"2024/02/03 9:23:09 du. EET","Dán dog","Kölyök","fekete","5","4","1","1","3","2","4","2","4","2","4","1","4","2","5"
"2024/02/03 9:23:19 du. EET","Labrador retriever","Középkorú","fekete","4","3","1","1","3","4","4","5","3","4","3","1","5","3","5"
"2024/02/03 9:26:18 du. EET","Basset hound","Középkorú","fekete;fehér;barna","4","4","2","1","4","4","4","5","5","3","4","2","5","2","2"
"2024/02/03 9:38:50 du. EET","foxterrier","Idős","fekete;fehér;szürke;barna","2","1","2","2","3","1","3","3","3","4","3","2","3","5","2"
"2024/02/03 9:44:25 du. EET","Tacskó","Középkorú","fekete;barna","2","3","1","1","2","2","4","3","3","4","3","1","2","3","5"
"2024/02/03 9:48:31 du. EET","Dán dog","Középkorú","fehér","5","5","2","1","3","5","5","3","3","5","3","3","3","3","3"
"2024/02/03 9:50:31 du. EET","Csivava","Középkorú","fehér","1","1","1","1","1","5","1","1","1","2","1","1","3","3","1"
"2024/02/03 9:52:45 du. EET","Cocker spániel","Középkorú","barna","2","2","4","2","4","5","3","3","4","3","3","4","1","2","3"
"2024/02/03 9:58:00 du. EET","Basset hound","Középkorú","fekete;fehér;barna","3","4","1","1","3","4","3","4","4","5","1","4","3","1","4"
"2024/02/03 10:07:27 du. EET","Német juhászkutya","Középkorú","fekete;vörös","4","4","1","1","3","3","5","5","4","5","3","1","3","2","3"
"2024/02/03 10:08:21 du. EET","Bichon","Kölyök","fehér","1","1","3","4","5","4","3","5","5","5","3","1","1","1","5"
"2024/02/03 10:09:54 du. EET","Francia bulldog","Középkorú","fekete;fehér","3","3","1","1","3","1","1","3","5","5","5","4","2","3","5"
"2024/02/03 10:15:20 du. EET","Német juhászkutya","Idős","fekete;fehér;barna","5","5","5","3","4","5","5","5","5","5","1","4","3","5","5"
"2024/02/03 10:21:27 du. EET","Uszkár","Középkorú","krémszínű","3","2","3","4","4","1","4","5","5","4","3","1","2","1","2"
"2024/02/03 10:25:39 du. EET","Csivava","Idős","fehér;szürke;barna","1","3","3","1","3","3","2","1","1","2","4","2","4","5","2"
"2024/02/03 10:26:48 du. EET","Tacskó","Idős","fekete;sárgásbarna","1","3","1","1","1","1","1","4","5","5","5","2","3","5","5"
"2024/02/03 10:30:32 du. EET","Boxer","Idős","fekete;fehér;barna","5","3","1","1","3","2","4","4","5","5","5","2","2","3","5"
"2024/02/03 10:34:04 du. EET","Labrador retriever","Középkorú","krémszínű","5","4","3","1","3","5","4","3","4","5","5","2","3","2","5"
"2024/02/03 10:36:10 du. EET","Tacskó","Középkorú","barna","1","3","1","1","3","1","4","5","3","3","5","1","5","1","2"
"2024/02/03 10:36:20 du. EET","Máltai selyemkutya","Középkorú","fehér","1","1","3","2","2","3","3","4","4","3","2","2","3","2","3"
"2024/02/03 10:40:46 du. EET","Dalmata","Középkorú","fekete;fehér","4","3","1","1","2","3","5","5","3","5","2","2","1","1","2"
"2024/02/03 10:47:15 du. EET","Uszkár","Középkorú","krémszínű","2","2","2","5","3","1","3","3","5","5","5","4","3","2","2"
"2024/02/03 10:51:42 du. EET","Cavalier King Charles spániel","Középkorú","fehér;barna","2","2","5","1","5","5","1","3","3","5","3","5","3","2","1"
"2024/02/03 10:53:09 du. EET","Labrador retriever","Középkorú","fekete;barna","5","5","4","2","3","2","5","5","5","5","4","2","2","3","5"
"2024/02/03 10:54:44 du. EET","Alaszkai malamut","Idős","fekete;fehér;szürke","5","3","4","1","4","5","3","3","4","5","4","2","1","5","3"
"2024/02/03 10:55:09 du. EET","Csivava","Középkorú","fehér;barna;krémszínű","2","2","1","1","1","4","1","2","3","5","1","2","3","5","5"
"2024/02/03 10:58:30 du. EET","Bullterrier","Idős","fekete;fehér;barna","4","5","2","1","1","1","3","3","4","5","3","4","1","5","5"
"2024/02/03 11:06:14 du. EET","Schnauzer","Középkorú","fekete","2","2","3","3","4","1","2","4","4","4","1","3","5","3","5"
"2024/02/03 11:13:37 du. EET","Ír szetter","Középkorú","vörös","4","4","3","2","3","2","4","3","4","4","3","2","2","3","3"
"2024/02/03 11:21:40 du. EET","Újfundlandi","Középkorú","fekete;fehér","5","5","5","4","5","4","4","4","5","5","5","3","3","5","5"
"2024/02/03 11:24:28 du. EET","Bullmasztiff","Kölyök","fekete;krémszínű","4","4","1","1","3","2","3","4","3","5","3","1","2","2","3"
"2024/02/03 11:28:31 du. EET","Dalmata","Középkorú","fekete;fehér;barna","3","4","2","1","2","5","3","3","3","5","5","3","1","4","1"
"2024/02/03 11:30:06 du. EET","Jack Russell terrier","Középkorú","fehér;barna","2","3","2","1","3","3","5","5","5","5","1","2","3","3","5"
"2024/02/03 11:51:00 du. EET","Francia bulldog","Középkorú","barna;sárgásbarna","3","3","1","1","2","2","1","3","3","5","4","2","1","4","4"
"2024/02/03 11:53:12 du. EET","Dalmata","Középkorú","fekete;fehér","3","5","1","1","1","4","5","5","5","3","2","3","1","5","5"
"2024/02/03 11:55:29 du. EET","Golden retriever","Középkorú","fehér;krémszínű","3","5","4","2","2","5","5","5","2","5","1","1","3","1","3"
"2024/02/03 11:55:42 du. EET","Német juhászkutya","Középkorú","fekete","5","3","5","1","3","3","5","5","5","5","1","1","5","1","5"
"2024/02/04 12:00:15 de. EET","Rottweiler","Kölyök","fekete;barna","4","5","3","2","2","2","5","4","4","5","5","1","2","3","5"
"2024/02/04 12:01:08 de. EET","Uszkár","Kölyök","vörös","2","3","5","5","4","1","5","5","4","5","5","2","5","2","4"
"2024/02/04 12:07:12 de. EET","Dalmata","Kölyök","fekete;fehér","4","3","1","1","2","3","5","4","3","3","5","4","4","1","3"
"2024/02/04 12:42:44 de. EET","Schnauzer","Középkorú","fehér;szürke","2","2","3","2","4","1","3","5","5","3","5","2","5","1","3"
"2024/02/04 12:48:14 de. EET","Jack Russell terrier","Kölyök","fekete;fehér","1","5","1","1","1","3","5","5","5","3","5","3","5","1","3"
"2024/02/04 12:48:26 de. EET","Tacskó","Középkorú","barna","1","3","1","1","2","1","3","5","3","5","3","2","3","2","4"
"2024/02/04 12:50:07 de. EET","Francia bulldog","Kölyök","sárgásbarna","1","1","1","1","1","2","2","4","5","3","5","1","4","2","5"
"2024/02/04 12:57:09 de. EET","Dán dog","Középkorú","fekete;fehér","5","5","1","1","3","2","3","2","3","4","3","2","4","2","4"
"2024/02/04 12:58:42 de. EET","Beagle","Középkorú","fekete;fehér;barna","3","5","2","1","2","2","4","5","3","5","5","2","2","3","3"
"2024/02/04 1:24:58 de. EET","Bullterrier","Idős","fehér","3","3","1","1","1","4","1","5","2","4","3","1","1","4","1"
"2024/02/04 1:28:10 de. EET","Staffordshire bullterrier","Középkorú","fekete;fehér","2","3","1","1","2","2","3","4","3","3","3","1","4","4","3"
"2024/02/04 1:45:27 de. EET","Csivava","Középkorú","krémszínű","2","2","1","1","3","2","1","5","5","5","5","2","2","3","5"
"2024/02/04 2:04:12 de. EET","Keverék","Kölyök","fekete;fehér","2","3","1","1","1","1","4","2","2","5","4","3","4","3","1"
"2024/02/04 2:07:08 de. EET","Máltai selyemkutya","Középkorú","fehér","1","3","5","4","5","1","1","4","5","5","2","2","3","1","2"
"2024/02/04 2:17:13 de. EET","Shiba Inu","Középkorú","fekete;fehér;vörös","2","2","2","1","2","4","2","4","4","2","1","2","3","5","3"
"2024/02/04 2:54:21 de. EET","Bichon","Kölyök","fehér;krémszínű","2","3","3","2","3","1","4","4","3","5","1","1","3","1","3"
"2024/02/04 5:25:51 de. EET","Uszkár","Kölyök","krémszínű","2","2","2","3","5","1","5","5","5","5","4","3","2","1","2"
"2024/02/04 5:27:08 de. EET","Shiba Inu","Középkorú","fekete;fehér;vörös","3","3","4","2","5","5","5","4","5","3","3","4","5","4","5"
"2024/02/04 7:02:28 de. EET","Csivava","Kölyök","fekete;fehér","1","1","1","1","3","1","1","5","5","1","3","1","1","5","3"
"2024/02/04 7:09:30 de. EET","Tibeti terrier","Idős","fekete;fehér;szürke;sárgásbarna","2","2","5","2","5","1","5","5","5","5","5","5","2","3","2"
"2024/02/04 7:10:46 de. EET","Shiba Inu","Kölyök","vörös","3","4","3","3","3","5","5","5","5","2","2","1","1","4","5"
"2024/02/04 7:33:33 de. EET","Francia bulldog","Kölyök","sárgásbarna","1","1","1","1","2","2","3","5","4","5","3","1","2","4","5"
"2024/02/04 7:58:33 de. EET","Dobermann","Kölyök","fekete;vörös","4","4","1","1","1","5","5","5","5","3","2","3","3","3","5"
"2024/02/04 8:10:18 de. EET","Jack Russell terrier","Kölyök","fekete;fehér;barna","2","4","2","1","3","1","5","4","4","3","1","1","3","3","2"
"2024/02/04 8:26:01 de. EET","Schnauzer","Középkorú","fekete","4","3","3","2","3","2","5","5","5","3","3","2","5","3","1"
"2024/02/04 8:39:53 de. EET","Shar pei","Kölyök","krémszínű","3","4","1","1","3","2","1","3","4","5","1","1","3","5","5"
"2024/02/04 8:41:05 de. EET","Shiba Inu","Középkorú","fehér;vörös;krémszínű","4","3","3","1","4","5","5","5","4","3","1","3","2","2","5"
"2024/02/04 8:42:10 de. EET","Ír szetter","Középkorú","vörös","3","3","4","2","5","5","5","5","3","4","5","3","1","2","2"
"2024/02/04 8:48:26 de. EET","Angol toy spániel","Középkorú","fehér;vörös","1","4","3","2","3","3","3","4","4","3","3","1","2","2","1"
"2024/02/04 9:01:02 de. EET","Labrador retriever","Középkorú","sárgásbarna","4","3","3","1","2","5","4","4","5","5","3","2","1","5","5"
"2024/02/04 9:08:51 de. EET","Uszkár","Idős","fekete","2","3","2","3","5","1","3","5","5","5","3","2","1","5","5"
"2024/02/04 9:17:48 de. EET","Uszkár","Kölyök","vörös","4","3","3","4","4","1","4","5","4","5","5","2","2","2","1"
"2024/02/04 9:21:27 de. EET","Uszkár","Kölyök","barna","3","3","2","5","2","1","4","5","4","5","3","2","2","4","2"
"2024/02/04 9:21:43 de. EET","Máltai selyemkutya","Középkorú","fehér","1","1","3","2","5","1","1","3","1","3","3","4","4","4","4"
"2024/02/04 9:23:01 de. EET","Uszkár","Kölyök","vörös","2","1","2","5","5","1","4","5","3","5","4","2","3","4","2"
"2024/02/04 9:25:33 de. EET","foxterrier","Idős","fekete;fehér;szürke;sárgásbarna","3","5","5","5","3","2","5","5","4","5","1","3","5","1","5"
"2024/02/04 9:26:58 de. EET","Uszkár","Kölyök","barna","2","3","3","4","4","1","5","5","5","4","3","2","2","4","5"
"2024/02/04 9:28:22 de. EET","foxterrier","Idős","fekete;fehér","3","3","2","1","1","5","4","5","5","5","1","4","3","3","5"
"2024/02/04 9:32:49 de. EET","foxterrier","Középkorú","barna","2","3","1","1","2","1","5","4","4","2","1","3","1","1","5"
"2024/02/04 9:33:37 de. EET","foxterrier","Idős","fehér;szürke;barna","1","2","1","1","2","4","1","1","2","5","1","2","1","5","1"
"2024/02/04 9:38:44 de. EET","foxterrier","Középkorú","fekete;fehér;sárgásbarna","3","2","3","2","2","2","3","5","4","4","2","2","2","4","1"
"2024/02/04 9:40:42 de. EET","Német juhászkutya","Kölyök","fekete;barna","4","4","3","1","1","5","5","5","4","2","2","1","4","3","4"
"2024/02/04 9:41:56 de. EET","Shar pei","Idős","fekete","4","4","2","1","3","2","3","4","3","3","1","3","3","3","5"
"2024/02/04 9:44:32 de. EET","foxterrier","Idős","fehér","2","2","3","3","4","2","5","5","5","3","1","2","3","1","3"
"2024/02/04 9:46:04 de. EET","foxterrier","Középkorú","fekete;fehér;barna","4","4","3","3","3","3","5","5","3","5","2","2","4","3","3"
"2024/02/04 9:49:06 de. EET","foxterrier","Kölyök","fehér;barna","3","3","2","1","3","1","5","4","3","5","3","1","3","4","5"
"2024/02/04 9:49:31 de. EET","Uszkár","Kölyök","sárgásbarna","1","3","3","4","4","1","3","5","4","5","2","1","1","5","3"
"2024/02/04 9:53:00 de. EET","foxterrier","Középkorú","fehér;sárgásbarna","3","2","3","1","1","2","3","4","5","4","3","1","2","3","5"
"2024/02/04 9:53:08 de. EET","foxterrier","Középkorú","fehér;vörös","3","3","2","2","3","2","4","4","4","3","2","3","2","4","2"
"2024/02/04 9:55:28 de. EET","foxterrier","Kölyök","fekete;fehér;barna","3","3","1","1","1","2","5","5","3","5","1","3","2","2","3"
"2024/02/04 9:55:30 de. EET","Beagle","Középkorú","fekete;fehér;barna","3","4","2","1","1","2","5","4","3","4","1","2","3","5","2"
"2024/02/04 9:59:33 de. EET","foxterrier","Idős","fehér;szürke;krémszínű","4","3","4","3","3","2","3","2","5","2","1","2","1","2","5"
"2024/02/04 10:09:44 de. EET","Shiba Inu","Kölyök","fehér;sárgásbarna;vörös","3","1","3","1","2","2","5","4","3","3","3","1","1","4","3"
"2024/02/04 10:12:12 de. EET","Puli","Kölyök","fehér","3","2","5","5","5","4","4","4","4","5","4","1","1","3","5"
"2024/02/04 10:22:46 de. EET","Yorkshire terrier","Idős","fekete;szürke;krémszínű","1","2","5","1","4","1","2","3","5","2","5","5","3","5","5"
"2024/02/04 10:24:28 de. EET","foxterrier","Idős","fekete;fehér;szürke;sárgásbarna","3","3","4","4","4","5","3","3","4","2","1","4","5","2","5"
"2024/02/04 10:25:45 de. EET","Shiba Inu","Idős","krémszínű","4","3","2","1","4","5","5","5","5","2","5","4","3","5","5"
"2024/02/04 10:42:15 de. EET","Komondor","Kölyök","fehér","5","5","5","5","2","1","5","5","5","5","3","2","2","2","3"
"2024/02/04 10:42:25 de. EET","Ír szetter","Idős","vörös","4","3","4","2","4","3","4","4","5","5","5","4","3","3","3"
"2024/02/04 10:43:32 de. EET","foxterrier","Középkorú","fekete;fehér;barna","2","3","1","1","1","2","5","4","4","3","1","2","4","2","2"
"2024/02/04 10:54:50 de. EET","foxterrier","Középkorú","fekete;fehér","3","2","1","1","1","3","5","5","4","3","1","2","3","1","1"
"2024/02/04 10:58:10 de. EET","Mopsz","Középkorú","fekete;krémszínű","1","1","1","1","2","2","3","5","4","5","5","3","4","1","3"
"2024/02/04 11:01:19 de. EET","Labrador retriever","Kölyök","krémszínű","4","3","3","1","2","5","4","4","5","5","4","4","1","4","3"
"2024/02/04 11:04:18 de. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","2","3","3","1","2","4","4","5","4","4","1","2","2","4","1"
"2024/02/04 11:05:09 de. EET","Törpespicc","Középkorú","krémszínű","1","1","3","1","3","2","5","5","4","5","2","1","3","2","1"
"2024/02/04 11:07:02 de. EET","foxterrier","Kölyök","fehér;barna;vörös","2","3","1","1","1","5","4","5","4","3","1","2","2","3","3"
"2024/02/04 11:09:09 de. EET","Francia bulldog","Középkorú","fekete;fehér","1","1","1","1","3","1","2","5","5","4","4","1","4","3","3"
"2024/02/04 11:09:14 de. EET","Máltai selyemkutya","Középkorú","fehér","2","2","4","3","2","2","3","5","5","5","5","5","4","4","5"
"2024/02/04 11:10:14 de. EET","Puli","Középkorú","fehér","2","3","3","3","3","1","5","5","5","5","4","1","5","2","5"
"2024/02/04 11:13:45 de. EET","Labrador retriever","Kölyök","barna","5","5","2","1","1","4","3","5","5","5","3","1","3","2","5"
"2024/02/04 11:20:15 de. EET","foxterrier","Idős","fekete;fehér;barna","3","3","3","1","4","5","5","5","4","4","2","2","2","2","5"
"2024/02/04 11:23:56 de. EET","Vizsla","Idős","szürke;barna","4","3","4","2","1","2","5","3","4","3","5","1","2","4","1"
"2024/02/04 11:29:23 de. EET","Schnauzer","Középkorú","fekete","2","2","2","1","2","1","2","3","1","5","1","2","1","5","4"
"2024/02/04 11:31:05 de. EET","Schnauzer","Idős","fehér","2","2","2","1","2","1","3","4","4","5","1","3","2","5","5"
"2024/02/04 11:42:02 de. EET","Labrador retriever","Idős","sárgásbarna","5","4","2","1","3","3","3","4","5","5","5","2","2","4","4"
"2024/02/04 11:43:15 de. EET","Beagle","Középkorú","fehér;sárgásbarna","2","4","2","1","2","5","4","4","3","5","5","3","2","2","1"
"2024/02/04 11:45:11 de. EET","Komondor","Kölyök","fehér","5","5","4","4","5","5","2","1","3","4","2","1","3","2","2"
"2024/02/04 11:50:38 de. EET","foxterrier","Kölyök","fekete;fehér;barna;sárgásbarna","3","3","2","1","1","1","5","5","5","4","3","1","3","5","1"
"2024/02/04 12:15:10 du. EET","Golden retriever","Idős","fehér;sárgásbarna","3","3","4","1","4","3","5","4","4","3","3","3","2","1","3"
"2024/02/04 12:21:09 du. EET","Akita","Középkorú","fekete;fehér;vörös","5","5","4","1","5","5","4","5","4","5","1","2","4","5","1"
"2024/02/04 12:29:26 du. EET","Csivava","Középkorú","fehér;krémszínű","1","2","1","1","3","1","5","5","5","5","3","3","5","1","5"
"2024/02/04 12:37:32 du. EET","Francia bulldog","Középkorú","barna;krémszínű","3","4","2","1","5","5","3","5","4","5","1","4","4","1","1"
"2024/02/04 1:25:24 du. EET","Dán dog","Kölyök","sárgásbarna","5","4","1","1","3","2","3","4","4","3","2","2","4","4","4"
"2024/02/04 1:49:58 du. EET","Yorkshire terrier","Idős","fekete;barna;sárgásbarna","2","2","3","1","4","1","3","3","3","5","3","3","2","4","3"
"2024/02/04 2:32:07 du. EET","Border collie","Kölyök","fekete;fehér","2","2","2","1","2","2","5","5","5","2","1","1","3","1","4"
"2024/02/04 2:44:24 du. EET","foxterrier","Középkorú","fekete;fehér;barna;sárgásbarna","3","3","3","2","3","4","5","2","4","3","5","2","3","3","5"
"2024/02/04 2:46:24 du. EET","Csivava","Középkorú","fekete;sárgásbarna","1","1","1","1","1","4","3","4","4","3","5","2","4","2","3"
"2024/02/04 2:48:06 du. EET","Keverék","Középkorú","fekete;fehér;krémszínű","4","4","1","1","3","5","5","3","5","5","5","2","1","4","5"
"2024/02/04 2:50:39 du. EET","Bichon","Kölyök","fehér;szürke","2","1","3","1","3","1","3","5","4","5","4","1","1","5","3"
"2024/02/04 3:04:42 du. EET","Kuvasz","Középkorú","fehér","4","4","4","3","1","4","4","3","4","4","5","1","2","2","4"
"2024/02/04 3:08:03 du. EET","Shiba Inu","Kölyök","fehér;vörös","2","4","3","2","2","5","3","4","2","3","1","1","2","4","3"
"2024/02/04 3:09:20 du. EET","Beagle","Középkorú","fekete;fehér;barna","3","3","1","1","3","5","3","3","2","5","1","2","2","2","3"
"2024/02/04 3:13:36 du. EET","Bullmasztiff","Középkorú","krémszínű","4","4","2","1","3","3","4","5","5","5","4","4","3","5","4"
"2024/02/04 4:24:33 du. EET","Golden retriever","Középkorú","krémszínű","3","3","3","1","3","4","5","3","5","3","5","2","3","3","2"
"2024/02/04 4:31:49 du. EET","Máltai selyemkutya","Középkorú","fehér","2","2","2","2","5","2","2","2","3","5","3","1","1","5","1"
"2024/02/04 4:32:11 du. EET","Csivava","Középkorú","fekete;fehér;sárgásbarna","1","2","3","1","3","2","2","5","4","3","3","2","2","3","1"
"2024/02/04 4:35:09 du. EET","Német juhászkutya","Kölyök","fekete;vörös","4","4","1","1","3","4","4","4","5","5","4","1","4","2","2"
"2024/02/04 4:42:08 du. EET","Tacskó","Kölyök","fekete;barna","2","3","1","1","2","2","4","4","3","3","5","1","3","1","1"
"2024/02/04 4:46:08 du. EET","Border collie","Középkorú","fehér;barna","4","3","3","1","3","3","5","4","4","5","2","2","4","3","3"
"2024/02/04 5:03:59 du. EET","Cavalier King Charles spániel","Középkorú","fehér;vörös","2","3","4","3","5","5","2","3","4","5","4","2","1","4","4"
"2024/02/04 5:06:10 du. EET","Keverék","Középkorú","fekete;barna","2","4","1","1","1","2","3","2","3","3","1","1","3","5","4"
"2024/02/04 5:09:10 du. EET","Amerikai staffordshire terrier","Középkorú","fehér;barna","3","2","1","1","2","3","2","4","1","5","3","1","5","2","4"
"2024/02/04 5:14:09 du. EET","foxterrier","Középkorú","fekete;fehér;barna","1","4","2","2","2","4","5","5","5","3","2","1","4","3","4"
"2024/02/04 5:27:51 du. EET","foxterrier","Középkorú","fekete;fehér;barna","2","2","1","1","1","2","5","5","4","4","4","1","3","4","5"
"2024/02/04 5:35:12 du. EET","Shiba Inu","Középkorú","fehér;sárgásbarna","3","3","2","1","1","4","4","4","3","3","3","1","3","5","3"
"2024/02/04 5:41:08 du. EET","Csivava","Középkorú","fehér;krémszínű","1","1","3","1","4","3","3","4","3","5","3","1","2","1","3"
"2024/02/04 5:54:11 du. EET","Törpespicc","Középkorú","sárgásbarna","1","1","4","1","4","1","4","3","3","5","3","1","4","2","4"
"2024/02/04 6:02:27 du. EET","Staffordshire bullterrier","Kölyök","fekete","4","5","1","1","2","5","5","5","4","1","3","1","1","1","1"
"2024/02/04 6:17:11 du. EET","Malinois","Idős","fekete;vörös","4","3","1","1","3","2","5","4","4","5","2","1","4","2","4"
"2024/02/04 6:19:09 du. EET","Keverék","Középkorú","sárgásbarna","3","3","1","1","1","1","4","5","2","3","1","1","5","4","5"
"2024/02/04 6:21:38 du. EET","Cocker spániel","Kölyök","sárgásbarna","3","2","4","2","3","2","4","5","4","5","3","1","1","4","2"
"2024/02/04 6:37:45 du. EET","foxterrier","Középkorú","fekete;fehér;szürke;barna","2","5","2","4","3","1","5","5","4","5","1","2","2","1","1"
"2024/02/04 6:46:24 du. EET","Border collie","Középkorú","fekete;fehér;barna","3","4","3","1","1","3","5","4","5","1","4","2","3","5","5"
"2024/02/04 6:47:12 du. EET","Jack Russell terrier","Középkorú","fekete;fehér;barna","1","2","1","1","2","2","4","4","4","3","3","1","2","3","3"
"2024/02/04 6:51:10 du. EET","Golden retriever","Középkorú","fehér;sárgásbarna","3","3","4","1","4","4","5","4","4","2","4","3","2","2","1"
"2024/02/04 6:52:20 du. EET","Uszkár","Kölyök","barna","2","2","2","4","5","1","3","5","5","4","5","1","3","2","1"
"2024/02/04 6:57:57 du. EET","Német juhászkutya","Kölyök","fekete;szürke;sárgásbarna;krémszínű","4","3","2","1","1","3","4","4","5","5","3","1","4","3","4"
"2024/02/04 7:06:12 du. EET","Golden retriever","Középkorú","krémszínű","3","3","4","1","4","3","5","3","4","4","3","1","3","1","1"
"2024/02/04 7:16:11 du. EET","Uszkár","Középkorú","fekete","2","2","2","3","3","3","4","3","4","3","3","1","2","1","4"
"2024/02/04 7:22:10 du. EET","Német juhászkutya","Középkorú","fekete;vörös","3","4","1","1","3","3","4","4","5","3","3","3","3","3","2"
"2024/02/04 7:23:09 du. EET","Shar pei","Középkorú","krémszínű","2","3","1","1","2","3","3","2","3","4","2","1","3","3","2"
"2024/02/04 7:32:39 du. EET","Bullmasztiff","Középkorú","barna;sárgásbarna","5","3","1","1","1","3","3","3","5","5","5","1","1","3","1"
"2024/02/04 7:33:00 du. EET","Puli","Idős","fehér","3","2","4","4","4","4","4","2","4","3","1","2","5","3","1"
"2024/02/04 7:37:11 du. EET","Ír szetter","Középkorú","vörös","3","4","4","1","3","4","5","5","5","3","2","1","5","2","2"
"2024/02/04 7:40:28 du. EET","Uszkár","Középkorú","fehér","3","2","3","3","4","2","3","3","5","5","1","2","2","3","5"
"2024/02/04 8:00:11 du. EET","Ír szetter","Kölyök","vörös","3","3","4","1","4","4","3","4","3","3","2","1","2","1","5"
"2024/02/04 8:24:12 du. EET","Staffordshire bullterrier","Középkorú","fehér;sárgásbarna","3","2","1","1","2","2","3","4","1","3","3","1","4","3","2"
"2024/02/04 8:40:13 du. EET","Komondor","Középkorú","fehér","5","4","5","4","4","5","2","1","3","3","3","2","2","2","3"
"2024/02/04 8:44:57 du. EET","Keverék","Középkorú","fekete;barna;vörös","2","3","1","1","1","3","5","4","5","4","5","1","2","3","3"
"2024/02/04 8:46:35 du. EET","foxterrier","Idős","fekete;fehér;barna;sárgásbarna","2","1","3","3","3","1","4","3","5","2","1","5","1","5","3"
"2024/02/04 9:00:35 du. EET","Csivava","Középkorú","fekete;fehér;sárgásbarna","1","1","3","1","3","3","3","4","4","3","3","1","2","3","1"
"2024/02/04 9:04:08 du. EET","Bichon","Kölyök","fehér","1","1","2","5","2","3","3","3","5","5","3","1","2","1","1"
"2024/02/04 9:07:09 du. EET","Bullmasztiff","Kölyök","fekete;barna","5","4","1","1","3","3","3","4","3","4","4","3","3","4","1"
"2024/02/04 9:08:09 du. EET","Puli","Középkorú","fehér","2","2","5","5","5","5","4","4","4","3","3","1","1","1","5"
"2024/02/04 9:11:08 du. EET","Golden retriever","Középkorú","krémszínű","4","3","4","1","3","3","5","2","5","4","3","2","2","2","2"
"2024/02/04 9:18:07 du. EET","Tacskó","Középkorú","fekete;barna","1","2","1","1","3","2","4","5","2","3","5","1","1","1","3"
"2024/02/04 9:28:12 du. EET","Komondor","Idős","fehér","5","3","5","4","2","1","3","3","4","5","5","1","2","5","4"
