time,breedId,age,colors,size,feeding,hairLength,hairTexture,grooming,shedding,walking,playfulness,intelligence,kidTolerance,catTolerance,healthProblems,loudness,independence,defensiveness
1707030011000,47,0,red,3,3,4,1,4,4,3,4,3,3,2,1,2,1,5
1707031452000,45,1,white;yellow,3,2,1,1,2,2,3,4,1,3,3,1,4,3,2
1707032413000,23,1,white,5,4,5,4,4,5,2,1,3,3,3,2,2,2,3
1707032795000,44,2,black;white;brown;yellow,2,1,3,3,3,1,4,3,5,2,1,5,1,5,3
1707033635000,10,1,black;white;yellow,1,1,3,1,3,3,3,4,4,3,3,1,2,3,1
1707033848000,12,0,white,1,1,2,5,2,3,3,3,5,5,3,1,2,1,1
1707034029000,41,0,black;brown,5,4,1,1,3,3,3,4,3,4,4,3,3,4,1
1707034089000,16,1,white,2,2,5,5,5,5,4,4,4,3,3,1,1,1,5
1707034268000,3,1,cream,4,3,4,1,3,3,5,2,5,4,3,2,2,2,2
1707034687000,0,1,black;brown,1,2,1,1,3,2,4,5,2,3,5,1,1,1,3
1707035292000,23,2,white,5,3,5,4,2,1,3,3,4,5,5,1,2,5,4
1707037391000,22,1,brown,3,3,1,1,1,1,5,3,4,3,3,1,3,2,3
1707038197000,21,1,white,5,5,2,1,1,1,4,5,4,5,3,4,1,4,4
1707038203000,46,1,black,5,5,5,1,4,5,3,4,4,5,3,1,1,4,3
1707038953000,49,0,black;white,2,2,4,4,3,3,3,4,4,3,4,2,4,1,2
1707040031000,10,1,white;yellow,1,1,2,1,4,3,3,4,4,3,3,2,3,1,3
1707040075000,10,1,white;yellow,2,3,1,1,1,2,3,5,4,5,2,2,2,5,4
1707041112000,45,1,white;yellow,3,3,1,1,2,2,2,4,3,3,2,1,4,1,4
1707041122000,30,1,black;brown,5,4,1,1,1,3,5,4,3,4,3,1,3,3,3
1707041840000,1,1,gray,3,4,1,1,4,3,5,5,3,5,5,5,3,3,1
1707042314000,2,1,cream,4,3,1,1,4,4,5,5,4,3,3,1,5,1,4
1707042524000,14,1,white,4,2,3,1,1,3,3,3,5,5,3,1,1,3,5
1707042550000,2,1,cream,4,4,1,1,3,4,5,5,5,5,3,1,5,3,5
1707042790000,15,1,white;brown;yellow,2,2,1,1,3,4,4,4,3,3,4,1,3,1,3
1707042969000,20,2,black;white;brown,2,1,1,1,2,2,5,4,3,4,3,1,4,2,2
1707088149000,20,0,black;white;brown,3,3,1,1,1,4,5,5,5,3,3,1,5,3,4
1707088921000,5,1,white,1,1,2,5,4,1,4,4,5,4,5,1,5,3,2
1707088992000,24,1,white,5,5,3,2,4,2,3,4,2,3,2,1,2,1,3
1707090194000,38,0,white;yellow,3,2,1,1,1,1,2,4,3,5,4,2,5,3,3
1707090791000,3,1,white;yellow,3,3,3,1,4,4,5,4,5,5,3,4,3,3,2
1707091150000,11,1,black;cream,1,2,1,1,3,1,4,5,4,4,5,4,5,1,3
1707092773000,9,0,black;cream,3,4,4,1,4,5,5,5,4,5,5,2,3,5,4
1707114705000,12,1,brown;cream,2,2,3,1,5,1,3,4,4,5,3,2,3,3,3
1707115703000,14,1,black;white;brown,4,4,3,1,3,3,3,4,4,3,3,3,3,3,2
1707120904000,9,0,red,2,3,3,4,3,3,3,4,4,3,2,1,2,2,4
1707121493000,44,1,white;gray;cream,3,3,3,3,2,1,3,4,5,3,3,3,2,3,3
1707121689000,10,2,black;white,1,1,1,1,1,2,4,1,5,2,4,1,1,5,1
1707122615000,48,1,black;white;red,1,2,3,3,4,4,3,3,3,3,3,1,3,3,1
1707123461000,5,0,black,3,5,5,5,5,1,3,4,5,5,2,2,3,1,1
1707123654000,5,0,yellow;red,2,3,3,4,4,1,4,5,5,5,4,3,1,4,2
1707127717000,29,2,yellow,3,3,2,1,5,3,1,1,1,2,4,5,1,5,1
1707090394000,1,1,white;yellow,1,1,1,1,2,2,2,5,4,4,4,1,3,2,4
1707092465000,10,1,white;yellow;cream,2,5,3,1,3,5,3,3,5,2,3,3,4,5,5
1707094470000,16,1,black,2,3,5,5,5,4,3,3,4,3,2,1,1,5,5
1707098992000,40,1,black,3,2,4,4,5,3,5,4,5,5,1,2,3,5,4
1707099715000,26,1,brown;yellow;red,3,5,5,2,4,5,5,4,4,5,3,2,2,5,3
1707101847000,3,1,white;yellow,3,4,3,1,3,3,5,4,5,4,5,3,3,3,1
1707102069000,39,1,black,5,5,1,1,3,2,3,2,4,5,4,1,5,4,4
1707103228000,5,0,yellow,3,3,3,4,5,1,4,5,5,5,3,1,4,3,4
1707103465000,23,0,white;gray,4,3,3,5,4,1,3,3,4,5,4,3,3,3,3
1707103931000,24,2,white,5,5,3,2,4,4,4,3,2,3,5,1,2,1,4
1707104957000,7,0,white;brown,4,1,5,1,2,2,3,5,4,4,5,1,2,4,3
1707106031000,30,1,black;brown,4,5,1,1,2,3,4,3,3,3,4,1,3,2,4
1707106390000,11,1,black;cream,1,2,1,1,2,2,3,5,4,3,3,2,5,1,3
1707107530000,38,1,black;white,3,3,1,1,1,2,2,4,3,3,4,1,4,2,3
1707108524000,44,1,white;cream,3,3,1,5,3,2,3,3,4,5,1,2,2,5,3
1707108627000,44,0,black;white;brown,4,5,5,1,4,5,5,5,5,4,1,1,1,3,3
1707109451000,3,2,white;yellow,3,3,3,2,4,3,5,5,4,5,4,3,3,1,3
1707109809000,16,0,black,2,3,5,5,5,5,3,3,4,4,2,1,2,2,3
1707110229000,23,1,white,5,4,5,4,5,5,1,2,3,3,3,1,3,4,3
1707110612000,16,0,white,3,3,4,3,3,4,5,5,5,5,2,1,4,3,5
1707110949000,27,1,white;brown,5,4,1,1,4,4,3,2,4,2,4,1,3,3,3
1707111249000,12,1,white,1,3,3,5,3,4,3,3,4,4,4,1,2,2,4
1707111429000,24,2,white,5,5,3,2,3,4,3,4,2,4,3,1,2,2,4
1707111548000,19,1,white,1,1,3,2,3,2,3,5,4,4,2,1,3,2,2
1707112149000,12,2,white,1,3,3,4,3,4,3,2,4,3,3,1,2,5,4
1707112477000,9,0,white;red,2,3,2,1,3,5,5,5,5,2,5,1,1,5,5
1707113052000,32,0,black;white;gray,4,3,2,1,2,5,4,3,4,5,2,1,3,2,2
1707113652000,23,1,white,5,4,5,5,5,5,3,1,2,3,2,1,3,2,2
1707113829000,10,0,white;cream,1,1,3,1,3,3,3,4,4,3,2,1,2,1,3
1707114491000,20,1,white;brown,2,1,1,1,2,2,4,4,2,4,3,2,2,1,2
1707116541000,1,1,black;white,1,1,1,1,2,2,1,5,4,4,5,1,1,2,4
1707118988000,1,1,white;yellow,1,1,1,1,2,2,2,5,5,3,4,1,1,1,4
1707119140000,21,0,white,3,3,1,1,2,3,3,5,3,4,3,1,3,4,3
1707119174000,25,0,black;gray;yellow,1,1,4,2,3,4,5,3,3,3,2,1,2,2,3
1707119492000,27,2,white;brown,5,5,1,1,3,3,3,1,3,3,4,2,3,1,5
1707119505000,7,1,white;brown,3,3,3,1,1,3,5,4,4,5,3,1,2,1,3
1707120332000,3,1,white;yellow,3,3,3,1,3,4,5,3,4,5,3,2,3,1,2
1707120428000,5,1,white,1,1,3,3,3,3,5,4,5,3,4,3,3,3,4
1707120487000,12,1,white,1,1,3,4,2,4,3,3,3,5,3,1,2,1,3
1707120668000,43,0,black;brown,3,3,1,1,2,2,5,4,4,3,5,1,3,2,3
1707121089000,26,1,black;white;gray;red,3,4,3,2,3,3,5,4,3,4,4,3,2,1,3
1707121433000,5,0,black;white,3,3,1,3,5,1,4,5,4,5,2,1,3,2,3
1707123646000,27,1,white;red,5,5,1,1,2,3,2,3,2,5,3,3,2,2,4
1707124511000,46,0,black,5,5,3,2,3,5,4,4,5,3,4,4,1,1,2
1707124890000,30,0,black;brown,4,3,2,1,3,1,5,5,5,5,3,1,2,2,5
1707125110000,4,2,black,4,3,3,1,2,4,3,5,5,5,5,1,1,4,5
1707125111000,11,1,black;cream,1,1,1,1,3,3,3,4,4,4,4,3,5,1,3
1707125652000,2,1,black,4,4,1,1,4,5,5,5,5,4,3,1,5,2,4
1707125948000,44,1,black;white;brown,1,4,1,2,2,2,4,4,5,4,3,1,3,4,3
1707126969000,37,1,black;white,3,4,1,1,4,4,5,4,4,2,3,1,3,2,4
1707127752000,35,1,white,3,3,4,3,4,4,5,4,3,4,4,1,4,2,3
1707128473000,0,1,black;brown,1,2,2,1,2,1,4,5,3,5,1,2,1,2,1
1707175373000,12,2,white,2,3,3,2,4,5,3,4,5,5,3,2,2,2,4
1707175512000,7,1,black;white,3,3,3,1,1,2,5,5,4,5,3,1,4,1,2
1707177233000,15,1,white;brown;yellow,3,2,1,1,3,2,4,4,3,4,3,1,2,1,2
1707178225000,30,0,black;brown,5,5,1,1,1,1,4,5,5,4,5,1,5,5,5
1707190922000,14,1,black;white;gray;red,4,3,3,1,4,5,2,3,5,4,4,2,3,2,5
1707206500000,14,1,white,5,3,4,2,4,5,5,4,5,3,1,2,3,2,4
1707210036000,5,1,white,1,1,3,4,3,2,4,5,3,3,4,1,3,2,1
1707214649000,49,1,black;white,2,3,3,4,2,3,5,5,5,4,4,1,5,2,4
1707176615000,12,1,white,1,1,3,4,3,4,4,3,5,5,3,1,1,3,3
1707179171000,14,1,white;yellow;red,3,4,2,1,3,4,4,3,2,4,3,1,2,2,2
1707184504000,15,2,black;white;red,3,2,1,1,1,2,4,2,4,3,4,2,2,5,2
1707184632000,23,0,white,5,5,5,4,4,4,4,4,3,3,1,1,4,2,4
1707187609000,22,2,yellow,3,5,1,1,1,1,5,4,4,5,5,2,2,1,3
1707188711000,10,1,white;yellow,1,2,3,1,2,3,3,3,4,3,2,3,2,1,3
1707190672000,10,0,black;white;brown;cream,2,2,1,1,1,1,3,3,5,5,5,1,2,3,4
1707193582000,9,0,white;yellow,2,3,2,1,2,5,4,3,2,3,5,1,3,1,4
1707193629000,23,0,white,5,5,5,5,5,5,3,3,4,3,3,2,2,4,3
1707195611000,10,1,white;cream,1,1,3,1,3,3,3,4,4,5,3,1,3,2,2
1707196029000,12,1,white,1,2,3,4,3,4,3,3,4,5,3,1,2,3,4
1707196272000,5,0,white,1,2,3,4,3,2,3,5,4,2,5,3,1,3,2
1707197261000,44,0,black;white;brown;yellow,3,3,2,1,1,4,5,5,4,5,3,2,4,3,3
1707197413000,39,1,black,5,5,1,1,3,2,2,3,4,2,5,1,3,3,4
1707197769000,2,1,black,4,4,1,1,3,4,5,4,5,4,5,1,5,3,5
1707197828000,1,0,white;brown,1,1,1,1,3,2,3,5,4,4,3,1,3,3,4
1707198433000,36,1,black;white;brown,3,4,2,1,2,2,3,5,3,5,2,1,3,5,1
1707198616000,29,0,brown,2,3,1,1,3,3,3,2,3,2,1,3,2,2,1
1707199512000,44,2,black;white;brown,1,4,2,1,3,3,5,5,4,4,3,1,4,4,4
1707199989000,4,0,black;red,3,3,1,1,4,4,5,4,5,3,4,1,3,3,2
1707200471000,35,1,cream,3,3,4,3,4,5,5,4,4,3,3,1,4,3,2
1707200648000,22,1,brown,3,4,1,1,1,1,5,3,3,5,1,1,1,4,3
1707200768000,2,1,cream,4,4,1,1,4,4,5,4,5,3,4,4,4,2,4
1707201744000,36,1,black;white;brown,4,4,3,1,3,4,3,3,3,5,2,2,4,1,2
1707206157000,36,1,black;white;brown,3,3,1,1,2,2,3,3,3,5,4,1,3,3,4
1707206317000,1,1,black;white,1,1,1,1,3,1,3,5,5,4,3,2,3,4,3
1707206349000,9,1,white;yellow,2,3,2,4,3,4,4,4,3,3,4,1,3,2,3
1707207911000,24,1,white,5,5,2,3,3,4,4,3,2,4,1,1,2,2,3
1707208811000,14,2,white;yellow,3,3,3,1,3,2,5,3,2,4,3,2,1,1,4
1707209251000,1,1,white;yellow,1,1,1,1,2,2,3,4,5,4,4,3,4,1,4
1707210312000,15,1,white;brown;yellow,2,2,1,1,1,3,5,5,2,3,4,3,1,3,4
1707211005000,36,1,white;brown,3,3,2,1,2,3,3,3,4,5,5,1,2,3,4
1707211331000,24,1,white,5,5,3,1,4,4,3,3,3,3,2,1,2,2,4
1707211990000,11,2,black;cream,1,1,1,1,3,2,3,4,5,4,4,1,5,3,3
1707212712000,0,2,black;brown,1,3,1,1,3,2,3,5,2,3,3,3,5,2,1
1707261692000,32,0,black;white;gray,3,3,2,1,2,5,4,5,2,3,3,1,3,1,3
1707261788000,42,1,black,2,3,4,3,3,3,5,4,3,4,5,1,2,1,2
1707262028000,13,1,black;brown,5,4,1,1,2,4,4,3,4,1,3,1,2,1,3
1707262570000,10,1,cream,1,2,3,1,4,3,3,4,4,4,3,1,3,1,4
1707263853000,1,1,black,1,1,1,1,2,2,1,4,4,4,3,4,3,4,5
1707292035000,36,1,black;white;brown,3,3,2,1,5,5,5,4,5,5,5,5,2,1,3
1707294152000,36,1,black;white;brown,4,5,2,1,5,5,2,3,4,5,2,5,4,1,3
1707301830000,15,1,white;brown;yellow,3,2,1,1,2,3,4,5,2,4,5,1,1,1,3
1707264934000,48,0,black;white;red,1,1,2,4,2,3,3,5,3,3,4,1,2,2,1
1707267011000,39,1,black,5,5,1,1,2,1,2,2,4,4,3,1,5,3,4
1707267945000,3,1,white,4,3,3,1,3,5,5,5,5,5,5,1,2,3,1
1707273808000,39,1,black,5,5,1,1,1,1,3,2,4,4,3,1,4,1,3
1707274991000,19,0,white,1,1,5,2,3,3,4,4,4,3,3,4,3,1,4
1707280054000,25,1,black;red,1,1,4,1,2,3,4,5,2,4,5,1,2,1,5
1707283352000,42,0,gray;yellow,3,3,3,3,3,4,4,4,2,3,3,1,1,1,2
1707285973000,1,1,black;white,1,2,1,1,3,2,1,5,4,3,4,1,3,2,3
1707286208000,13,1,black;brown,5,4,2,1,3,4,5,5,5,5,5,2,2,1,5
1707288013000,20,1,black;white;brown,2,1,1,1,2,1,4,4,3,3,2,1,4,1,4
1707288025000,1,1,black;white,1,1,1,1,2,2,2,5,4,3,3,3,2,2,3
1707289994000,5,1,white,1,1,4,3,3,3,4,4,5,5,3,1,1,2,1
1707293792000,3,1,cream,3,3,4,1,4,4,3,2,4,3,4,2,3,1,2
1707294103000,15,1,white;brown,4,4,2,1,3,2,4,2,5,5,5,2,1,5,3
1707295773000,4,0,black;red,4,3,1,1,4,3,4,4,5,5,5,1,2,1,1
1707298371000,49,1,black;white;gray;brown;yellow,2,3,3,2,5,3,2,5,4,3,1,2,5,1,1
1707299208000,11,1,cream,2,3,3,1,5,5,5,5,4,5,5,4,3,5,3
1707300629000,7,1,black;white,3,3,3,1,1,2,5,4,4,5,2,3,2,1,2
1707301747000,27,1,black;white;brown,4,4,4,4,4,4,3,4,5,5,3,2,2,4,5
1707302798000,11,2,cream,3,2,3,1,4,5,2,1,2,4,5,2,1,5,3
1707387998000,3,1,cream,3,3,4,1,4,4,5,2,4,5,5,2,2,1,2
1707389651000,16,1,black,2,3,5,5,5,5,4,3,3,4,1,1,1,2,4
1707356818000,14,1,black;white;gray,5,4,3,1,3,3,5,4,4,4,1,2,3,2,4
1707386211000,1,1,gray;cream,1,2,1,1,2,4,3,3,4,4,1,2,2,5,2
1707469312000,41,1,black;white;cream,5,3,2,1,2,5,2,2,4,4,4,5,3,4,4
1707476276000,5,1,black,4,4,5,5,5,1,5,3,5,2,1,1,3,5,5
1707442550000,45,0,black,2,3,1,1,2,1,5,5,5,5,1,1,3,4,5
1707457401000,23,1,white,5,3,5,5,5,1,3,3,5,5,5,1,5,5,5
1707529238000,46,0,black,5,3,5,2,5,3,1,3,5,5,4,2,2,2,3
1707551451000,32,0,black,3,4,3,1,5,5,5,5,4,4,1,1,3,3,5
1707552605000,40,1,black,3,3,5,2,5,5,2,1,3,4,4,3,1,4,1
1707635644000,30,1,black;brown,5,3,2,1,1,2,5,5,5,3,1,5,4,2,5
1707637759000,40,0,yellow,3,3,3,3,3,2,4,5,4,5,4,2,2,3,3
1707623805000,22,2,cream,4,3,2,1,2,5,5,5,5,5,3,1,3,1,5
1707638691000,16,0,black;white,3,3,3,4,3,3,5,5,4,5,3,1,3,3,5
1707638884000,4,0,black;brown;yellow,4,3,3,1,1,2,5,5,4,3,5,1,4,4,3
1707722303000,44,0,black;white;yellow,2,2,2,2,3,4,5,5,5,5,3,1,4,5,4
1707730589000,37,1,black;white,4,3,1,1,3,5,5,5,4,4,3,3,3,3,2
1707704063000,5,1,black,4,3,5,5,4,2,3,4,5,5,3,2,1,5,3
1707725058000,16,0,white,2,4,5,3,3,1,5,3,4,4,5,1,4,5,5
1707725358000,12,2,black;white,2,4,3,5,5,1,3,4,4,5,4,3,1,4,3
1707725398000,16,1,black,3,3,5,5,3,1,5,5,4,3,3,3,4,4,5
1707725710000,13,0,black;brown,4,4,2,1,2,1,5,5,5,1,1,2,4,3,4
1707725754000,5,0,yellow,3,3,2,2,4,1,5,4,5,5,5,2,3,3,4
1707725795000,5,2,black,2,2,5,5,5,1,3,2,5,5,5,4,2,4,1
1707725801000,5,0,red;cream,2,1,2,3,4,1,4,5,4,5,4,1,2,1,3
1707725821000,5,0,black,2,2,3,3,5,1,3,3,5,4,3,1,1,3,4
1707725860000,16,1,black,3,2,3,5,2,1,3,3,4,5,5,2,4,5,1
1707726066000,16,2,white,3,3,3,1,3,1,3,3,4,5,4,2,2,4,3
1707726169000,16,1,black,3,3,2,3,3,1,3,4,3,5,3,2,3,4,4
1707726492000,14,0,red,4,4,4,1,5,4,3,3,4,3,1,4,3,1,3
1707726623000,14,0,cream,4,3,4,1,3,5,2,2,5,5,2,2,1,3,5
1707726906000,42,0,white;gray,1,1,3,2,5,1,4,5,5,5,1,3,2,5,5
1707726969000,42,1,black,5,5,3,3,3,3,4,4,5,3,5,3,2,5,4
1707727093000,42,2,black,2,2,3,3,4,1,2,2,3,5,4,3,4,3,3
1707727096000,5,0,black,2,2,3,3,3,1,5,5,5,3,3,1,3,1,1
1707727449000,42,2,gray,2,2,3,1,1,1,2,2,5,4,5,1,1,5,4
1707727939000,5,0,brown,2,2,2,4,5,1,5,5,5,3,2,3,5,2,5
1707728558000,7,1,black;white;brown,3,3,4,3,1,2,5,5,5,2,5,1,2,5,1
1707728723000,14,0,white;red,5,4,3,1,1,5,3,3,5,2,2,1,1,1,5
1707729397000,16,0,black,3,2,4,4,5,1,3,5,5,5,3,1,2,2,4
1707730269000,38,1,brown,3,4,1,1,3,5,5,4,4,4,1,3,1,2,5
1707730270000,42,0,black,4,5,4,3,4,1,5,5,4,4,1,2,3,4,3
1707730327000,42,1,white;gray,2,3,1,3,2,1,4,5,5,5,5,1,2,3,3
1707730399000,42,1,black;white;gray,2,3,3,3,3,3,3,4,4,4,3,2,2,5,5
1707730473000,19,1,white,1,2,2,1,3,1,3,5,4,5,5,2,2,4,1
1707730531000,19,1,white,2,3,3,2,2,1,1,3,3,5,2,3,3,2,4
1707730798000,19,0,white,3,2,3,2,5,3,4,5,5,5,3,2,2,1,1
1707730945000,5,2,black;white;gray,2,3,2,4,5,1,4,5,5,5,4,3,1,4,2
1707731863000,19,0,white;yellow,2,4,3,1,4,1,4,5,3,3,3,1,3,3,5
1707731913000,9,0,black,1,3,2,1,2,3,3,5,3,3,3,1,4,4,1
1707732286000,16,0,black,3,3,3,4,4,2,5,4,4,4,3,3,2,3,3
1707733307000,2,0,cream,4,4,3,1,2,1,5,5,3,5,4,2,3,3,5
1707733391000,4,0,black;white;brown;cream,5,3,3,2,2,2,5,5,5,4,3,3,1,3,3
1707734234000,24,1,white,4,4,4,4,3,5,3,2,5,4,3,1,4,2,5
1707735004000,2,0,cream,4,4,2,1,3,4,5,5,4,5,2,2,1,3,2
1707779529000,2,0,brown,4,4,3,1,3,5,4,5,5,5,5,2,1,5,3
1707779608000,2,1,black,3,3,3,1,1,5,4,4,5,5,5,1,1,5,4
1707793857000,2,0,black,4,3,2,1,2,3,3,4,4,5,4,1,2,3,1
1707800516000,9,1,red,3,3,2,1,4,5,4,4,5,4,3,2,1,5,1
1707802916000,7,1,black;white,3,4,4,1,3,4,5,5,5,5,4,2,4,3,4
1707805191000,42,1,white,2,1,4,5,5,1,2,4,4,4,5,5,5,3,5
1707805970000,19,1,white,2,3,3,5,5,1,4,5,5,5,3,2,5,2,5
1707810290000,11,1,black,2,2,3,2,3,4,3,3,2,4,3,2,2,3,2
1707812750000,10,1,white;brown;yellow,2,1,1,1,2,4,3,3,3,1,1,4,1,4,2
1707813983000,10,1,white,2,2,2,1,2,3,3,3,5,1,4,2,3,3,3
1707814359000,5,0,brown,2,2,3,3,4,1,4,4,5,5,3,2,2,2,3
1707818352000,10,1,white;brown,1,2,1,1,2,5,3,4,5,3,1,1,3,3,5
1707820559000,4,1,black;yellow,3,4,2,1,1,2,4,5,4,4,1,2,2,3,2
1707781265000,16,2,black,4,4,2,4,3,3,3,4,3,5,3,1,3,5,5
1707790249000,19,0,white,3,3,4,1,3,3,3,4,3,5,4,1,2,1,2
1707793920000,2,1,black;brown,4,4,2,2,2,2,4,4,5,5,4,2,3,3,3
1707794720000,2,0,cream,3,4,4,1,1,5,3,5,3,5,4,4,1,3,1
1707799313000,2,1,black;brown;yellow,4,3,1,1,1,1,3,5,5,5,5,1,1,5,2
1707802744000,42,0,gray,3,3,2,4,3,1,4,5,5,4,1,3,3,1,5
1707804629000,2,1,yellow,5,5,2,1,1,5,3,3,4,5,5,1,1,2,1
1707806918000,12,1,white,2,1,1,3,3,1,1,2,4,5,5,1,1,1,1
1707809956000,12,1,white,3,3,4,3,5,1,3,4,5,4,3,1,2,3,2
1707811485000,2,1,cream,3,4,2,1,2,5,4,5,5,5,3,1,1,3,3
1707812440000,5,0,cream,3,2,2,5,5,1,5,5,5,5,3,2,2,4,5
1707820329000,49,1,cream,2,1,5,1,4,2,3,3,5,5,2,2,2,3,2
1707867641000,10,0,white;brown;yellow;cream,4,2,3,1,2,5,3,3,3,5,5,3,2,5,4
1707870245000,10,1,brown,2,2,2,1,3,3,3,3,3,5,5,1,1,5,3
1707893312000,2,0,white;cream,4,5,3,1,3,3,5,5,5,5,4,2,2,2,2
1707903809000,12,1,white;cream,2,1,4,4,5,1,3,5,4,5,5,2,3,2,3
1707874804000,2,0,black,4,4,3,2,3,4,4,5,5,5,5,1,3,4,3
1707887677000,26,0,white;brown;yellow;red;cream,4,4,4,2,3,4,5,5,5,3,1,2,1,2,4
1707895256000,19,1,white,2,3,2,2,3,1,3,5,4,3,2,4,3,3,4
1707897179000,9,1,white;yellow,2,3,3,1,2,4,5,5,4,5,1,2,1,4,3
1707899442000,2,0,cream,3,3,2,1,1,1,5,5,5,5,5,1,1,1,3
1707904793000,12,1,white;gray;cream,1,2,2,2,5,1,5,5,5,5,5,2,1,4,4
1707976739000,12,0,black;white,5,4,4,2,3,1,4,5,3,5,3,1,4,2,4
1707979333000,14,2,white,3,3,3,1,4,5,4,5,5,5,1,4,1,3,3
1707967237000,17,2,black;white;yellow,4,4,5,2,3,1,2,4,3,3,4,1,5,1,4
1707968798000,28,1,white;brown,1,2,1,1,1,2,3,2,4,3,5,1,1,2,3
1707968800000,18,1,black;white,2,3,1,2,3,1,4,5,3,4,5,1,3,2,3
1707968802000,34,1,yellow;red,2,3,4,3,5,2,3,2,3,4,2,1,3,1,5
1707968802000,31,1,white;gray,3,3,3,5,4,5,3,4,4,1,4,1,1,2,3
1707968802000,28,1,white;brown,1,2,1,1,3,2,4,4,5,5,4,1,3,2,3
1707968802000,18,1,black,3,2,2,2,2,1,3,4,5,5,4,3,2,2,3
1707968802000,17,1,black;white;yellow,4,2,4,1,2,1,3,3,5,5,3,1,4,1,4
1707968802000,17,1,black;white;red,4,5,3,1,2,2,4,5,4,4,3,1,5,2,1
1707968803000,17,0,black;white;red,4,4,3,1,2,2,3,5,4,4,5,1,4,1,2
1707968804000,6,1,black,5,5,1,1,2,2,4,5,5,5,4,1,3,3,4
1707968804000,6,2,yellow,5,5,1,1,2,4,4,4,3,4,5,1,5,3,5
1707968860000,33,1,black;brown;red,2,1,5,3,5,2,4,5,1,1,3,1,5,2,5
1707969491000,17,1,black;white;red,4,5,4,1,4,1,5,3,3,5,3,1,4,2,4
1707969911000,31,0,black,3,2,2,5,2,3,4,5,2,4,3,2,1,1,5
1707970208000,33,1,black;brown;red,1,1,5,1,5,2,3,3,4,1,3,1,3,1,4
1707970328000,17,2,black;white;red,3,4,4,2,1,2,4,5,3,5,2,1,4,2,2
1707970450000,6,1,gray,5,3,1,1,2,2,4,5,4,5,5,4,3,2,5
1707970450000,33,0,black;gray;cream,1,1,5,2,4,4,4,3,4,3,1,2,1,2,1
1707970808000,6,1,black;white,5,4,1,1,2,2,5,4,5,5,3,1,4,2,5
1707971048000,34,1,yellow,2,2,4,1,3,2,2,4,4,4,4,1,3,1,4
1707971108000,31,2,white;gray,2,1,2,5,3,4,5,3,3,5,1,1,1,2,2
1707971467000,18,2,brown,2,3,3,3,3,2,4,3,4,4,2,1,1,2,3
1707972010000,18,1,black,3,3,3,3,3,3,4,5,5,5,3,1,1,1,3
1707972128000,31,1,black,2,2,2,4,3,3,2,4,4,3,4,2,1,3,5
1707972308000,34,0,cream,2,3,4,1,4,2,3,4,1,1,3,1,2,1,5
1707972488000,31,1,black,2,3,2,5,2,4,2,5,2,3,4,1,1,1,5
1707972848000,28,2,black;white,2,1,1,1,2,3,2,3,5,4,3,1,1,2,1
1707973028000,24,1,white,5,5,3,1,4,4,3,3,2,4,1,1,3,1,3
1707973389000,33,1,black;red;cream,1,3,5,1,3,2,4,3,2,2,3,1,5,2,2
1707973508000,31,2,white,2,2,3,5,2,5,5,4,3,4,5,1,1,1,5
1707973569000,6,0,yellow,5,5,1,1,2,4,5,5,1,4,3,3,5,1,5
1707974108000,17,1,black;white;red,4,3,5,3,4,1,3,5,4,4,5,1,4,2,3
1707974169000,17,0,black;white;red,4,4,4,1,4,1,2,4,5,5,4,2,5,1,4
1707974288000,34,1,red,1,2,3,1,4,4,4,3,2,3,5,1,1,2,4
1707974831000,31,1,black,2,5,2,5,3,3,2,5,5,4,2,1,2,3,5
1707975431000,6,1,black,5,5,1,1,1,3,5,3,2,5,1,1,3,3,3
1707975607000,18,1,brown,2,2,2,2,2,2,4,4,5,4,3,1,2,1,2
1707975970000,17,1,black;white;red,4,3,5,1,1,2,3,5,4,4,5,3,5,3,3
1707976089000,17,1,black;white;brown,4,5,5,1,3,1,3,5,4,5,4,2,5,2,3
1707976269000,24,1,white,5,5,3,2,4,3,4,3,3,3,2,1,2,3,3
1707976330000,17,1,black;white;red,4,3,4,1,5,2,3,3,5,5,5,1,3,1,4
1707976696000,31,1,black,3,3,2,4,4,3,4,5,3,5,5,2,1,2,3
1707976696000,17,1,black;white;red,4,4,4,1,2,2,4,5,4,3,3,1,3,5,4
1707976697000,17,0,black;white;yellow,4,5,4,2,4,2,5,5,3,5,5,4,4,1,4
1707977293000,17,1,black;white;red,4,3,5,1,3,2,3,2,5,4,1,1,5,3,3
1707977468000,34,0,yellow;red,2,2,3,1,5,2,4,1,3,5,2,1,2,3,4
1707978130000,24,2,white,5,5,3,3,4,3,3,4,3,4,3,1,2,2,1
1707978308000,33,1,black;gray;cream,1,1,5,2,4,1,3,4,5,3,1,1,3,1,2
1707978428000,6,1,black,4,4,1,1,1,2,5,4,3,5,4,1,5,4,5
1707978548000,18,2,black,3,3,3,3,3,2,4,4,5,4,3,3,3,3,3
1707978605000,19,1,white,2,4,3,2,2,1,3,4,5,2,2,1,4,3,5
1707978607000,18,1,black,3,2,2,3,2,2,5,4,5,4,2,1,1,2,3
1707978728000,34,1,brown,1,2,3,1,5,3,3,3,4,1,3,1,4,2,5
1707978787000,31,0,black,3,2,3,4,3,4,4,3,3,4,2,1,1,1,4
1707979028000,24,1,white,5,5,3,2,4,4,4,4,3,3,2,1,2,1,1
1707979149000,18,1,white,3,1,3,2,3,2,4,2,5,5,5,1,1,2,3
